family,training_mode,training_method,seed,epoch,checkpoint_sha256,raw_paired_target_mse,raw_paired_to_unrelated_ratio,raw_global_variance,raw_effective_rank,projected_paired_target_mse,projected_paired_to_unrelated_ratio,projected_global_variance,projected_effective_rank,passable_history_accuracy,blocked_history_accuracy,correct_rule_switch_rate,prediction_pair_mse,difference_alignment_cosine,encoder_parameter_drift,projector_parameter_drift,predictor_parameter_drift
original,original_h3,lewm,3072,0,7d141b86cca49145444a69bff89c71ede69e8cf8252bfb933e656c3e2e962b54,0.08171030643998262,1.1718405344312024,0.0358176737715606,9.678568906960521,1.3286643934132272,1.124074731106582,0.6130656098495135,11.899617830065882,0.1,0.9,0.0,0.0012440280967040893,0.12395246081736214,0.0,0.0,0.0
candidate_joint,encoder_predictor_joint_update,lewm,3072,4,787cfcb74bfe1c7139cc8a277b1065e0e524cf36298fc0f48d79180171795db8,0.006308104746492634,0.36764877608790875,0.008799393965551683,17.06160505168734,0.9254784723318422,0.4577635546099023,1.0340616079793876,32.919640021307,1.0,1.0,1.0,0.8778752032922758,0.9266000071300865,0.02908286807360504,0.028768713682486527,0.10241866409024339
