family,training_mode,training_method,seed,epoch,checkpoint_sha256,raw_paired_target_mse,raw_paired_to_unrelated_ratio,raw_global_variance,raw_effective_rank,projected_paired_target_mse,projected_paired_to_unrelated_ratio,projected_global_variance,projected_effective_rank,passable_history_accuracy,blocked_history_accuracy,correct_rule_switch_rate,prediction_pair_mse,difference_alignment_cosine,encoder_parameter_drift,projector_parameter_drift,predictor_parameter_drift
original,original_h3,lewm,3072,0,7d141b86cca49145444a69bff89c71ede69e8cf8252bfb933e656c3e2e962b54,0.0819278571711086,1.1719666387278638,0.03590575134474258,9.676650485654884,1.3376622094562822,1.12501478799619,0.6166156517687769,11.84958901205214,0.1,0.9,0.0,0.0012420226833288431,0.12423351737809706,0.0,0.0,0.0
pldm_joint,encoder_predictor_joint_update,pldm,3072,4,85a9f34e17f5db193b51a70ba1e863a01e1da4d474272e7cd252062c8719f0d9,0.09884509131968476,0.6473260340016511,0.07930523547878482,17.192056667966295,1.7618588967733095,0.8290437655217251,1.065059252827477,35.6303698930988,0.9866666666666667,1.0,0.9866666666666667,1.8513793262244467,0.9753656058362101,0.027652184279509145,0.03731637949584724,0.09455898444452526
pldm_fixed,fixed_encoder_and_projector,pldm,3072,4,383d5267e0321ce79023c537c1bb90c9e8263f605d684db9b7a06b425ff21838,0.0819278571711086,1.1719666387278638,0.03590575134474258,9.676650485654884,1.3376622094562822,1.12501478799619,0.6166156517687769,11.84958901205214,1.0,1.0,1.0,1.3026497948906857,0.9667404609514254,0.0,0.0,0.09847516755869988
pldm_joint,encoder_predictor_joint_update,pldm,4096,4,a017700075aa6ba4d9b9ce2f24060eb77ed2ab7b151b628ad1662040ba5db83c,0.09883638595083379,0.6376837358671044,0.08050665243524367,17.012608508722945,1.742105733966978,0.8291952131446981,1.0517701094061713,35.64119350967185,0.9866666666666667,1.0,0.9866666666666667,1.8293858366386546,0.9772096992541947,0.027693360934945233,0.03730836867115358,0.09467269495860868
pldm_fixed,fixed_encoder_and_projector,pldm,4096,4,0aa2b2f812bd70b383bbc21e8e7d49befb6b4f5875bcef8f331e9c89c56bca54,0.0819278571711086,1.1719666387278638,0.03590575134474258,9.676650485654884,1.3376622094562822,1.12501478799619,0.6166156517687769,11.84958901205214,1.0,1.0,1.0,1.308302455817412,0.9667236699875023,0.0,0.0,0.09819527095490786
pldm_joint,encoder_predictor_joint_update,pldm,5120,4,82f081462363326be5852aa04a6a7f0000fb2de3a59367d128e64e65568db94c,0.08998519474257982,0.6449894630357215,0.07222450622618513,17.053677660236986,1.7712225726050217,0.8328752215322491,1.0635731856976547,35.53154174764409,0.9866666666666667,1.0,0.9866666666666667,1.8236876319063366,0.9752385270060812,0.027750384812833137,0.03743865242494531,0.0944129224598924
pldm_fixed,fixed_encoder_and_projector,pldm,5120,4,88b1706569fddad297c71c70e82f3d77bdc1138d97bcd6f14a1568039ee21e4f,0.0819278571711086,1.1719666387278638,0.03590575134474258,9.676650485654884,1.3376622094562822,1.12501478799619,0.6166156517687769,11.84958901205214,1.0,1.0,1.0,1.2973692408573618,0.9667172208427648,0.0,0.0,0.09773380326039194
